2025-08-28 10:34:15,672 - UARTProtocol - INFO - Auto-selecting port: COM3
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Receive task started
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Heartbeat task started
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Connected to COM3 at 115200 baud
2025-08-28 10:34:16,892 - UARTProtocol - WARNING - Heartbeat missed (1)
2025-08-28 10:34:23,656 - UARTProtocol - INFO - Auto refresh enabled
2025-08-28 10:34:30,259 - UARTProtocol - INFO - Motor speed auto refresh enabled (20Hz)
2025-09-20 13:28:13,774 - UARTProtocol - INFO - Motor speeds: L=9.20 RPM, R=0.00 RPM
2025-09-20 13:28:13,800 - UARTProtocol - INFO - Motor speeds: L=10.30 RPM, R=0.20 RPM
2025-09-20 13:28:13,843 - UARTProtocol - INFO - Motor speeds: L=11.00 RPM, R=0.10 RPM
2025-09-20 13:28:13,860 - UARTProtocol - INFO - Motor speeds: L=11.00 RPM, R=0.10 RPM
2025-09-20 13:28:13,888 - UARTProtocol - INFO - Motor speeds: L=12.10 RPM, R=0.00 RPM
2025-09-20 13:28:13,915 - UARTProtocol - INFO - Motor speeds: L=12.40 RPM, R=0.00 RPM
2025-09-20 13:28:13,952 - UARTProtocol - INFO - Motor speeds: L=12.40 RPM, R=0.10 RPM
2025-09-20 13:28:13,975 - UARTProtocol - INFO - Motor speeds: L=12.40 RPM, R=0.10 RPM
2025-09-20 13:28:14,010 - UARTProtocol - INFO - Motor speeds: L=11.60 RPM, R=0.10 RPM
2025-09-20 13:28:14,032 - UARTProtocol - INFO - Motor speeds: L=10.70 RPM, R=0.00 RPM
2025-09-20 13:28:14,067 - UARTProtocol - INFO - Motor speeds: L=8.60 RPM, R=0.00 RPM
2025-09-20 13:28:14,092 - UARTProtocol - INFO - Motor speeds: L=7.90 RPM, R=0.00 RPM
2025-09-20 13:28:14,128 - UARTProtocol - INFO - Motor speeds: L=6.50 RPM, R=0.00 RPM
2025-09-20 13:28:14,157 - UARTProtocol - INFO - Motor speeds: L=5.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,178 - UARTProtocol - INFO - Motor speeds: L=3.60 RPM, R=0.00 RPM
2025-09-20 13:28:14,208 - UARTProtocol - INFO - Motor speeds: L=2.20 RPM, R=0.00 RPM
2025-09-20 13:28:14,264 - UARTProtocol - INFO - Motor speeds: L=2.20 RPM, R=0.00 RPM
2025-09-20 13:28:14,300 - UARTProtocol - INFO - Motor speeds: L=0.30 RPM, R=0.00 RPM
2025-09-20 13:28:14,307 - UARTProtocol - INFO - Motor speeds: L=-0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,347 - UARTProtocol - INFO - Motor speeds: L=-0.80 RPM, R=0.00 RPM
2025-09-20 13:28:14,370 - UARTProtocol - INFO - Motor speeds: L=-0.90 RPM, R=0.00 RPM
2025-09-20 13:28:14,410 - UARTProtocol - INFO - Motor speeds: L=-0.70 RPM, R=0.00 RPM
2025-09-20 13:28:14,427 - UARTProtocol - INFO - Motor speeds: L=-0.40 RPM, R=0.00 RPM
2025-09-20 13:28:14,456 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,482 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,522 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,549 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,580 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,607 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,660 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,684 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,707 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,741 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,766 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,804 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,829 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,863 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,892 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,927 - UARTProtocol - INFO - Motor speeds: L=-0.10 RPM, R=0.00 RPM
2025-09-20 13:28:14,947 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:14,990 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,015 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,068 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,104 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,141 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,168 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,202 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,222 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,261 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,312 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,353 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,360 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,380 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,427 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.10 RPM
2025-09-20 13:28:15,451 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.10 RPM
2025-09-20 13:28:15,475 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,503 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,544 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,583 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,592 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,620 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.10 RPM
2025-09-20 13:28:15,651 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.10 RPM
2025-09-20 13:28:15,680 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,698 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,733 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,757 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,793 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,815 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,853 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,891 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,916 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,953 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:15,989 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,017 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,035 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,065 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,087 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,127 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,148 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,185 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,205 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,251 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,273 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,326 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,364 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,390 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,443 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,480 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,515 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,540 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,562 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,595 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,631 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,658 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,677 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,713 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,738 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,772 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,806 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,832 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,887 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,921 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,935 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:16,974 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,007 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,033 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,066 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,118 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,152 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,159 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,187 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,207 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,244 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,277 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,309 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,333 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,373 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,409 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,434 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,458 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:28:17,484 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.10 RPM
2025-09-20 13:28:17,522 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.10 RPM
2025-09-20 13:28:17,555 - UARTProtocol - INFO - Motor speeds: L=0.20 RPM, R=0.20 RPM
2025-09-20 13:28:17,583 - UARTProtocol - INFO - Motor speeds: L=0.30 RPM, R=0.20 RPM
2025-09-20 13:28:17,622 - UARTProtocol - INFO - Motor speeds: L=0.40 RPM, R=0.20 RPM
2025-09-20 13:28:17,644 - UARTProtocol - INFO - Motor speeds: L=0.50 RPM, R=0.30 RPM
2025-09-20 13:28:17,681 - UARTProtocol - INFO - Motor speeds: L=0.50 RPM, R=0.40 RPM
2025-09-20 13:28:17,715 - UARTProtocol - INFO - Motor speeds: L=0.60 RPM, R=0.50 RPM
2025-09-20 13:28:17,746 - UARTProtocol - INFO - Motor speeds: L=0.60 RPM, R=0.60 RPM
2025-09-20 13:28:17,768 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=0.80 RPM
2025-09-20 13:28:17,815 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:17,840 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:17,886 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.10 RPM
2025-09-20 13:28:17,924 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.10 RPM
2025-09-20 13:28:17,928 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.10 RPM
2025-09-20 13:28:17,959 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.20 RPM
2025-09-20 13:28:17,990 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.20 RPM
2025-09-20 13:28:18,014 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.20 RPM
2025-09-20 13:28:18,051 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:28:18,070 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:18,129 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:18,178 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:28:18,206 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:18,218 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:18,248 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:18,285 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:18,307 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,341 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:28:18,362 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:28:18,429 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:28:18,441 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:18,470 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:18,510 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:28:18,533 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,539 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.70 RPM
2025-09-20 13:28:18,581 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.70 RPM
2025-09-20 13:28:18,609 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.70 RPM
2025-09-20 13:28:18,644 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.70 RPM
2025-09-20 13:28:18,667 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,695 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,718 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,747 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:28:18,767 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,801 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:18,826 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.70 RPM
2025-09-20 13:28:18,894 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.70 RPM
2025-09-20 13:28:18,930 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.70 RPM
2025-09-20 13:28:18,937 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:28:18,978 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:19,000 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:19,035 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:19,073 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:19,100 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:19,151 - UARTProtocol - INFO - Motor speeds: L=1.20 RPM, R=1.00 RPM
2025-09-20 13:28:19,181 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:28:19,190 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:28:19,217 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.00 RPM
2025-09-20 13:28:19,272 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.00 RPM
2025-09-20 13:28:19,305 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,327 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,358 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,394 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,433 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:28:19,457 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:28:19,461 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:28:19,506 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,527 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,576 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,606 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,638 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,669 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,702 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,734 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:19,759 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.10 RPM
2025-09-20 13:28:19,787 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.10 RPM
2025-09-20 13:28:19,831 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:28:19,861 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:28:19,865 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:19,917 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:19,958 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:19,983 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:20,013 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:20,037 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,067 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,095 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,129 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:28:20,176 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=0.90 RPM
2025-09-20 13:28:20,200 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=0.90 RPM
2025-09-20 13:28:20,234 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,261 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:20,292 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:20,321 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:20,350 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:20,370 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:28:20,405 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,433 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,477 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,516 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:20,541 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:20,578 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,613 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,634 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:20,658 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:20,688 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,713 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,744 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,792 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:28:20,812 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:28:20,859 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:28:20,883 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:20,924 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:28:20,951 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:20,988 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:21,021 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:21,049 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:21,054 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:28:21,109 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:21,114 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.80 RPM
2025-09-20 13:28:21,168 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:21,212 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:28:21,238 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.00 RPM
2025-09-20 13:28:21,243 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.10 RPM
2025-09-20 13:28:21,284 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.10 RPM
2025-09-20 13:28:21,304 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:21,350 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:21,389 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:28:21,423 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.20 RPM
2025-09-20 13:28:21,445 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.20 RPM
2025-09-20 13:28:21,479 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.10 RPM
